MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Masters of the Universe: Revelation,(2021– ),"
Animation, Action, Adventure            ",5.0,"
The war for Eternia begins again in what may be the final battle between He-Man and Skeletor. A new animated series from writer-director Kevin Smith.","
            
    Stars:
Chris Wood, 
Sarah Michelle Gellar, 
Lena Headey, 
Mark Hamill
","17,870",25.0,
Sex/Life,(2021– ),"
Comedy, Drama, Romance            ",5.4,"
A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.","
            
    Stars:
Sarah Shahi, 
Mike Vogel, 
Adam Demos, 
Margaret Odette
","12,172",,
Chernobyl,(2021),"
Drama, History, Romance            ",5.0,"
A story about a heroic fireman who worked as one of Chernobyl liquidators.","
    Director:
Danila Kozlovskiy
| 
    Stars:
Danila Kozlovskiy, 
Oksana Akinshina, 
Filipp Avdeev, 
Ravshana Kurkova
","4,681",136.0,
Army of the Dead,(2021),"
Action, Crime, Horror            ",5.8,"
Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted.","
    Director:
Zack Snyder
| 
    Stars:
Dave Bautista, 
Ella Purnell, 
Ana de la Reguera, 
Omari Hardwick
","132,378",148.0,
365 dni,(2020),"
Drama, Romance            ",3.8000000000000007,"
Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.","
    Directors:
Barbara Bialowas, 
Tomasz Mandes
| 
    Stars:
Anna Maria Sieklucka, 
Michele Morrone, 
Bronislaw Wroclawski, 
Otar Saralidze
","63,620",114.0,
Le dernier mercenaire,(2021),"
Action, Comedy            ",5.4,"
A mysterious former secret service agent must urgently return to France when his estranged son is falsely accused of arms and drug trafficking by the government, following a blunder by an overzealous bureaucrat and a mafia operation.","
    Director:
David Charhon
| 
    Stars:
Jean-Claude Van Damme, 
Alban Ivanov, 
Samir Decazza, 
Assa Sylla
","2,606",110.0,
Resort to Love,(2021),"
Comedy, Romance            ",5.7,"
Erica, who ends up as the entertainment at her ex-fiancé's wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.","
    Director:
Steven K. Tsuchida
| 
    Stars:
Christina Milian, 
Tymberlee Hill, 
Kayne Lee Harrison, 
Ruth Nadler-Nir
","1,591",101.0,
A Classic Horror Story,(2021),"
Drama, Horror, Mystery            ",5.7,"
In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.","
    Directors:
Roberto De Feo, 
Paolo Strippoli
| 
    Stars:
Matilda Anna Ingrid Lutz, 
Francesco Russo, 
Peppino Mazzotta, 
Will Merrick
","8,822",95.0,
The Ice Road,(2021),"
Action, Adventure, Drama            ",5.6,"
After a remote diamond mine collapses in far northern Canada, a ‘big-rig’ ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.","
    Director:
Jonathan Hensleigh
| 
    Stars:
Liam Neeson, 
Marcus Thomas, 
Laurence Fishburne, 
Amber Midthunder
","20,561",109.0,
The Woman in the Window,(2021),"
Crime, Drama, Mystery            ",5.7,"
An agoraphobic woman living alone in New York begins spying on her new neighbors, only to witness a disturbing act of violence.","
    Director:
Joe Wright
| 
    Stars:
Amy Adams, 
Gary Oldman, 
Anthony Mackie, 
Fred Hechinger
","57,048",100.0,
Bartkowiak,(2021),"
Action, Crime, Sport            ",5.0,"
After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub and soon learns his sibling's death wasn't an accident.","
    Director:
Daniel Markowicz
| 
    Stars:
Józef Pawlowski, 
Zofia Domalik, 
Szymon Bobrowski, 
Bartlomiej Topa
",398,91.0,
Hostage House,(2021),"
Thriller            ",3.8000000000000007,"
When an ambitious realtor and her daughter are held hostage during an open house, they must work together to outsmart their captors.","
    Director:
David Benullo
| 
    Stars:
Jennifer Taylor, 
Julia Terranova, 
Emily Sweet, 
Justin C. Schilling
",315,85.0,
Baywatch,(2017),"
Action, Comedy, Crime            ",5.5,"
Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.","
    Director:
Seth Gordon
| 
    Stars:
Dwayne Johnson, 
Zac Efron, 
Alexandra Daddario, 
Priyanka Chopra Jonas
","170,844",116.0,$58.06M
Good on Paper,(2021),"
Comedy, Romance            ",5.6,"
After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful and possibly too good to be true.","
    Director:
Kimmy Gatewood
| 
    Stars:
Iliza Shlesinger, 
Britney Young, 
Christopher Nicholas Smith, 
Adam Lustick
","8,099",92.0,
Too Hot to Handle,(2020– ),"
Game-Show, Reality-TV, Romance            ",4.6,"
On the shores of paradise, gorgeous singles meet and mingle. But there's a twist. To win a $100,000 grand prize, they'll have to give up sex.","
            
    Stars:
Desiree Burch, 
Marvin Anthony, 
Chase de Moor, 
Cam Holmes
","10,008",40.0,
Awake,(III) (2021),"
Action, Adventure, Drama            ",4.8,"
After a devastating global event wiped out all electronics and eliminated people's ability to sleep, a former soldier may have found a solution with her daughter.","
    Director:
Mark Raso
| 
    Stars:
Gina Rodriguez, 
Ariana Greenblatt, 
Lucius Hoyos, 
Shamier Anderson
","16,262",96.0,
Things Heard & Seen,(2021),"
Drama, Horror, Mystery            ",5.3,"
An artist relocates to the Hudson Valley and begins to suspect that her marriage has a sinister darkness, one that rivals her new home's history.","
    Directors:
Shari Springer Berman, 
Robert Pulcini
| 
    Stars:
Amanda Seyfried, 
James Norton, 
Natalia Dyer, 
Alex Neustaedter
","24,250",121.0,
Sexy Beasts,(2021– ),"
Reality-TV, Romance            ",4.7,"
Hoping to say goodbye to superficial dating, real-life singles sport elaborate makeup and prosthetics to put true blind-date chemistry to the test.","
            
    Star:
Rob Delaney
",592,,
Resident Evil: Infinite Darkness,(2021– ),"
Animation, Action, Horror            ",5.8,"
Federal agent Leon S. Kennedy teams up with TerraSave staff member Claire Redfield to investigate a zombie outbreak. Based on the popular video game series of the same name by Capcom.","
            
    Stars:
Nick Apostolides, 
Bill Butts, 
Kellen Goff, 
Stephanie Panisello
","7,128",26.0,
Rust Creek,(2018),"
Crime, Drama, Thriller            ",5.9,"
An overachieving college student gets lost on her way to a job interview. A wrong turn leaves her stranded deep in the Kentucky forest.","
    Director:
Jen McGowan
| 
    Stars:
Hermione Corfield, 
Jay Paulson, 
Sean O'Bryan, 
Micah Hauptman
","9,263",108.0,
America: The Motion Picture,(2021),"
Animation, Action, Adventure            ",5.7,"
A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.","
    Director:
Matt Thompson
| 
    Stars:
Channing Tatum, 
Jason Mantzoukas, 
Olivia Munn, 
Bobby Moynihan
","4,485",98.0,
My Unorthodox Life,(2021– ),"
Reality-TV            ",5.1,"
The personal and professional life of fashion mogul Julia Haart - former member of an ultra-Orthodox Jewish community turned CEO of Elite World Group.","
            
    Stars:
David Green, 
Batsheva Haart
",742,,
The Water Man,(I) (2020),"
Adventure, Drama, Family            ",5.3,"
A boy sets out on a quest to save his ill mother by searching for a mythic figure said to have magical healing powers.","
    Director:
David Oyelowo
| 
    Stars:
Rosario Dawson, 
Maria Bello, 
Alfred Molina, 
David Oyelowo
","1,978",91.0,
Jaws 2,(1978),"
Adventure, Horror, Thriller            ",5.8,"
Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.","
    Director:
Jeannot Szwarc
| 
    Stars:
Roy Scheider, 
Lorraine Gary, 
Murray Hamilton, 
Joseph Mascolo
","73,931",116.0,$102.92M
Spirit Untamed,(2021),"
Animation, Adventure, Family            ",5.4,"
Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.","
    Directors:
Elaine Bogan, 
Ennio Torresan
| 
    Stars:
Isabela Merced, 
Marsai Martin, 
Mckenna Grace, 
Walton Goggins
","1,741",88.0,
Charlie's Angels,(2019),"
Action, Adventure, Comedy            ",4.8,"
When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.","
    Director:
Elizabeth Banks
| 
    Stars:
Kristen Stewart, 
Naomi Scott, 
Ella Balinska, 
Elizabeth Banks
","62,393",118.0,
Comment je suis devenu super-héros,(2020),"
Action, Adventure, Comedy            ",5.8,"
While superheroes have assimilated into Parisian society, a new drug gives super powers to mere mortals.","
    Director:
Douglas Attal
| 
    Stars:
Pio Marmaï, 
Vimala Pons, 
Benoît Poelvoorde, 
Leïla Bekhti
","3,214",97.0,
Stowaway,(2021),"
Drama, Sci-Fi, Thriller            ",5.6,"
A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.","
    Director:
Joe Penna
| 
    Stars:
Anna Kendrick, 
Daniel Dae Kim, 
Shamier Anderson, 
Toni Collette
","36,937",116.0,
The Snowman,(2017),"
Crime, Drama, Thriller            ",5.1,"
Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.","
    Director:
Tomas Alfredson
| 
    Stars:
Michael Fassbender, 
Rebecca Ferguson, 
Charlotte Gainsbourg, 
Jonas Karlsson
","60,354",119.0,$6.67M
Fantasy Island,(2020),"
Action, Adventure, Fantasy            ",4.9,"
When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends.","
    Director:
Jeff Wadlow
| 
    Stars:
Michael Peña, 
Maggie Q, 
Lucy Hale, 
Austin Stowell
","41,744",109.0,
The Mummy,(2017),"
Action, Adventure, Fantasy            ",5.4,"
An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.","
    Director:
Alex Kurtzman
| 
    Stars:
Tom Cruise, 
Sofia Boutella, 
Annabelle Wallis, 
Russell Crowe
","177,592",110.0,$80.10M
Knock Knock,(I) (2015),"
Drama, Thriller            ",4.9,"
A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.","
    Director:
Eli Roth
| 
    Stars:
Keanu Reeves, 
Lorenza Izzo, 
Ana de Armas, 
Aaron Burns
","87,474",99.0,$0.04M
Tattoo Redo,(2021– ),"
Reality-TV            ",5.6,"
Bad tattoos walk in. Great tattoos walk out. Top artists transform tattoo disasters into stunning cover-ups, with designs chosen by clients' loved ones.","
            
    Stars:
Matt Beckerich, 
Rose Hardy, 
Miryam Lumpini, 
Tommy Montoya
",232,,
Vanquish,(2021),"
Action, Crime, Thriller            ",3.8000000000000007,"
A mother, Victoria, is trying to put her dark past as a Russian drug courier behind her, but retired cop Damon forces Victoria to do his bidding by holding her daughter hostage.","
    Director:
George Gallo
| 
    Stars:
Morgan Freeman, 
Ruby Rose, 
Patrick Muldoon, 
Nick Vallelonga
","3,010",94.0,
Geostorm,(2017),"
Action, Sci-Fi, Thriller            ",5.3,"
When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.","
    Director:
Dean Devlin
| 
    Stars:
Gerard Butler, 
Jim Sturgess, 
Abbie Cornish, 
Alexandra Maria Lara
","99,724",109.0,$33.70M
The Babysitter: Killer Queen,(2020),"
Comedy, Horror            ",5.8,"
Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.","
    Director:
McG
| 
    Stars:
Judah Lewis, 
Samara Weaving, 
Jenna Ortega, 
Emily Alyn Lind
","31,220",101.0,
Gods of Egypt,(2016),"
Action, Adventure, Fantasy            ",5.4,"
Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.","
    Director:
Alex Proyas
| 
    Stars:
Brenton Thwaites, 
Nikolaj Coster-Waldau, 
Gerard Butler, 
Chadwick Boseman
","109,959",127.0,$31.15M
The Real Housewives of Beverly Hills,(2010– ),"
Reality-TV            ",5.1,"
A reality series that follows some of the most affluent women in the country as they enjoy the lavish lifestyle that only Beverly Hills can provide.","
            
    Stars:
Kyle Richards, 
Adrienne Maloof, 
Camille Grammer, 
Lisa Vanderpump
","5,326",44.0,
Another Life,(2019– ),"
Adventure, Drama, Mystery            ",5.0,"
Astronaut Niko Breckenridge and her young crew face unimaginable danger as they go on a high-risk mission to explore the genesis of an alien artifact.","
            
    Stars:
Katee Sackhoff, 
JayR Tinaco, 
Elizabeth Faith Ludlow, 
Blu Hunt
","25,983",43.0,
Thunder Force,(2021),"
Action, Adventure, Comedy            ",4.4,"
In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.","
    Director:
Ben Falcone
| 
    Stars:
Melissa McCarthy, 
Octavia Spencer, 
Jason Bateman, 
Bobby Cannavale
","35,640",106.0,
The Midnight Sky,(2020),"
Drama, Fantasy, Sci-Fi            ",5.6,"
This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.","
    Director:
George Clooney
| 
    Stars:
George Clooney, 
Felicity Jones, 
David Oyelowo, 
Caoilinn Springall
","75,985",118.0,
Breach,(IV) (2020),"
Action, Horror, Sci-Fi            ",3.8000000000000007,"
On the cusp of fatherhood, a junior mechanic aboard an interstellar ark to New Earth must outwit a malevolent cosmic terror intent on using the spaceship as a weapon.","
    Director:
John Suits
| 
    Stars:
Cody Kearsley, 
Bruce Willis, 
Rachel Nichols, 
Kassandra Clementi
","10,958",92.0,
Deep,(2021),"
Drama, Mystery, Sci-Fi            ",4.9,"
Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before it's too late.","
    Directors:
Sita Likitvanichkul, 
Jetarin Ratanaserikiat, 
Apirak Samudkidpisan, 
Thanabodee Uawithya, 
Adirek Wattaleela
| 
    Stars:
Panisara Rikulsurakan, 
Kay Lertsittichai, 
Supanaree Sutavijitvong, 
Krit Jeerapattananuwong
",738,101.0,
Yes Day,(2021),"
Comedy, Family            ",5.7,"
A mom and dad who usually say no decide to say yes to their kids' wildest requests with a few ground rules on a whirlwind day of fun and adventure.","
    Director:
Miguel Arteta
| 
    Stars:
Jennifer Garner, 
Edgar Ramírez, 
Jenna Ortega, 
Julian Lerner
","19,062",86.0,
Force of Nature,(2020),"
Action, Crime, Drama            ",4.5,"
A gang of thieves plan a heist during a hurricane and encounter trouble when a cop tries to force everyone in the building to evacuate.","
    Director:
Michael Polish
| 
    Stars:
Emile Hirsch, 
Mel Gibson, 
David Zayas, 
Kate Bosworth
","9,016",91.0,
Downsizing,(2017),"
Drama, Fantasy, Sci-Fi            ",5.7,"
A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.","
    Director:
Alexander Payne
| 
    Stars:
Matt Damon, 
Christoph Waltz, 
Hong Chau, 
Kristen Wiig
","102,222",135.0,$24.45M
Cursed,(2020),"
Adventure, Drama, Fantasy            ",5.9,"
A teenage sorceress named Nimue encounters a young Arthur on her quest to find a powerful and ancient sword.","
            
    Stars:
Katherine Langford, 
Devon Terrell, 
Gustaf Skarsgård, 
Daniel Sharman
","25,954",60.0,
Henry Danger,(2014–2020),"
Action, Comedy, Family            ",5.7,"
Looking for a part-time job, 13-year-old Henry Hart finds himself helping super hero Captain Man as his sidekick, keeping the secret from his family and friends.","
            
    Stars:
Jace Norman, 
Cooper Barnes, 
Riele Downs, 
Sean Ryan Fox
","3,933",30.0,
Fondeados,(2021),"
Comedy            ",4.2,"
Two directionless millennial bros get high and pitch a bold new social justice app that raises millions. Now they have to come up with the app.","
    Director:
Marcos Bucay
| 
    Stars:
Aldo Escalante, 
Ricardo Polanco, 
Natalia Téllez, 
Fabrizio Santini
",161,97.0,
101 Dalmatians,(1996),"
Adventure, Comedy, Crime            ",5.7,"
An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.","
    Director:
Stephen Herek
| 
    Stars:
Glenn Close, 
Jeff Daniels, 
Joely Richardson, 
Joan Plowright
","106,580",103.0,$136.19M
The Irregulars,(2021),"
Crime, Drama, Fantasy            ",5.9,"
Set in Victorian London, the series follows a gang of troubled street teens who are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes.","
            
    Stars:
McKell David, 
Thaddea Graham, 
Jojo Macari, 
Harrison Osterfield
","12,624",,
El Cartel de los Sapos - El Origen,(2021– ),"
Crime, Drama            ",5.5,"
In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.","
            
    Stars:
Sebastian Osorio, 
Estefania Piñeres, 
Nicole Santamaria, 
Patricia Tamayo
",26,,
We Can Be Heroes,(II) (2020),"
Action, Comedy, Drama            ",4.7,"
When alien invaders capture the Earth's superheroes, their kids must learn to work together to save their parents- and the planet.","
    Director:
Robert Rodriguez
| 
    Stars:
YaYa Gosselin, 
Pedro Pascal, 
Priyanka Chopra Jonas, 
Lyon Daniels
","12,202",100.0,
Troy: Fall of a City,(2018– ),"
Action, Adventure, Fantasy            ",3.8000000000000007,"
Retells the story of the 10 year siege of Troy, which occurred in the 12 or 13th century BC.","
            
    Stars:
Louis Hunter, 
Christiaan Schoombie, 
Bella Dayne, 
Chloe Pirrie
","12,889",60.0,
Spy Kids,(2001),"
Action, Adventure, Comedy            ",5.5,"
Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.","
    Director:
Robert Rodriguez
| 
    Stars:
Alexa PenaVega, 
Daryl Sabara, 
Antonio Banderas, 
Carla Gugino
","111,413",88.0,$112.72M
Love Island,(II) (2019– ),"
Reality-TV            ",5.0,"
U.S. version of the British show 'Love Island' where a group of singles come to stay in a villa for a few weeks and have to couple up with one another.","
            
    Stars:
Matthew Hoffman, 
Kaitlynn Anderson, 
Mackenzie Dipman, 
Moira Tumas
",615,,
A Perfect Fit,(2021),"
Comedy, Drama, Romance            ",5.2,"
Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.","
    Director:
Hadrah Daeng Ratu
| 
    Stars:
Nadya Arina, 
Refal Hady, 
Giorgino Abraham, 
Laura Theux
",294,112.0,
The Human Centipede (First Sequence),(2009),"
Horror            ",4.4,"
A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.","
    Director:
Tom Six
| 
    Stars:
Dieter Laser, 
Ashley C. Williams, 
Ashlynn Yennie, 
Akihiro Kitamura
","75,214",92.0,$0.18M
Outside the Wire,(2021),"
Action, Adventure, Fantasy            ",5.4,"
In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack.","
    Director:
Mikael Håfström
| 
    Stars:
Anthony Mackie, 
Damson Idris, 
Enzo Cilenti, 
Emily Beecham
","37,342",114.0,
Below Her Mouth,(2016),"
Drama, Romance            ",5.5,"
An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.","
    Director:
April Mullen
| 
    Stars:
Erika Linder, 
Natalie Krill, 
Sebastian Pigott, 
Mayko Nguyen
","11,129",94.0,
The Wrong Missy,(2020),"
Comedy, Romance            ",5.7,"
Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.","
    Director:
Tyler Spindel
| 
    Stars:
David Spade, 
Lauren Lapkus, 
Nick Swardson, 
Geoff Pierson
","35,070",90.0,
A Second Chance: Rivals!,(2019),"
Drama, Family, Sport            ",5.0,"
It's city girls vs country girls in the most competitive gymnastics showdown ever. Get ready to tumble in A SECOND CHANCE: RIVALS!..","
    Director:
Clay Glen
| 
    Stars:
Emily Morris, 
Stella Shute, 
Adam Tuominen, 
Carmel Johnson
",218,89.0,
Jurassic Park III,(2001),"
Action, Adventure, Sci-Fi            ",5.9,"
A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.","
    Director:
Joe Johnston
| 
    Stars:
Sam Neill, 
William H. Macy, 
Téa Leoni, 
Alessandro Nivola
","302,292",92.0,$181.17M
Too Hot to Handle Brazil,(2021– ),"
Reality-TV, Romance            ",5.4,"
Sizzling hot young Brazilians meet at a dreamy beach resort. But for a shot at R$500,000 in this fun reality show, they'll have to give up sex.","
            
    Stars:
Alana Barrett-Adkins, 
Emily Eden, 
Asha Etchison, 
Moziah
",124,,
Child's Play,(2019),"
Drama, Horror, Sci-Fi            ",5.7,"
A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature.","
    Director:
Lars Klevberg
| 
    Stars:
Tim Matheson, 
Ben Daon, 
Zahra Anderson, 
Serge Jaswal
","46,932",90.0,$29.21M
The Bad Batch,(2016),"
Action, Horror, Mystery            ",5.3,"
In a desert dystopia, a young woman is kidnapped by cannibals.","
    Director:
Ana Lily Amirpour
| 
    Stars:
Suki Waterhouse, 
Jason Momoa, 
Jayda Fink, 
Keanu Reeves
","28,243",118.0,$0.18M
Je8ileui Bam,(2021),"
Horror, Thriller            ",5.4,"
With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.","
    Director:
Kim Tae-hyung
| 
    Stars:
Lee Sung-min, 
Park Hae-joon, 
Kim Yoo-jeong, 
Nam Da-reum
","1,797",115.0,
Keeping Up with the Kardashians,(2006–2021),"
Drama, Family, Reality-TV            ",3.8000000000000007,"
A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney, Khloé, Kendall and Kylie.","
            
    Stars:
Khloé Kardashian, 
Kim Kardashian, 
Kourtney Kardashian, 
Kris Jenner
","27,754",44.0,
Hubie Halloween,(2020),"
Comedy, Mystery            ",5.2,"
Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween.","
    Director:
Steven Brill
| 
    Stars:
Adam Sandler, 
Kevin James, 
Julie Bowen, 
Ray Liotta
","42,044",103.0,
Hold the Dark,(2018),"
Action, Drama, Thriller            ",5.6,"
After the deaths of three children suspected to be killed by wolves, writer Russell Core is hired by the mother of a missing six-year-old boy to track down and locate her son in the Alaskan wilderness.","
    Director:
Jeremy Saulnier
| 
    Stars:
Jeffrey Wright, 
Alexander Skarsgård, 
James Badge Dale, 
Riley Keough
","34,753",125.0,
I Am All Girls,(2021),"
Crime, Drama, Mystery            ",5.9,"
A special crimes investigator forms an unlikely bond with a serial killer to bring down a global child sex trafficking syndicate.","
    Director:
Donovan Marsh
| 
    Stars:
Erica Wessels, 
Hlubi Mboya, 
Leshego Molokwane, 
Nomvelo Makhanya
","4,331",107.0,
The A List,(2018– ),"
Crime, Drama, Mystery            ",5.5,"
Mia arrives at an idyllic summer camp expecting to be Queen Bee, but the ""holiday of a lifetime"" turns into a twisted nightmare.","
            
    Stars:
Lisa Ambalavanar, 
Ellie Duckles, 
Rosie Dwyer, 
Jack Kane
","2,333",25.0,
Falling Inn Love,(2019),"
Comedy, Romance            ",5.6,"
When city girl Gabriela spontaneously enters a contest and wins a rustic New Zealand inn, she teams up with bighearted contractor Jake Taylor to fix and flip it.","
    Director:
Roger Kumble
| 
    Stars:
Christina Milian, 
Adam Demos, 
Jeffrey Bowyer-Chapman, 
Anna Jullienne
","17,284",98.0,
Serenity,(2019),"
Drama, Mystery, Thriller            ",5.4,"
A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.","
    Director:
Steven Knight
| 
    Stars:
Matthew McConaughey, 
Anne Hathaway, 
Diane Lane, 
Jason Clarke
","38,364",106.0,$8.55M
Dynasty Warriors,(2021),"
Action, Adventure, Fantasy            ",4.8,"
This movie is adapted from a video game of the same title. The story is set in the turbulent late Eastern Han Dynasty. Ambitious Dong Zhuo controls the court and the commonalty, and heroes from all over the country begin to rise.","
    Director:
Roy Hin Yeung Chow
| 
    Stars:
Louis Koo, 
Kai Wang, 
Ray Lui, 
Justin Cheung
","1,437",119.0,
Xtremo,(2021),"
Action, Crime, Drama            ",5.8,"
Two years after the murder of his son and father, a retired hitman sets in motion a carefully crafted revenge plan against the killer: his own brother.","
    Director:
Daniel Benmayor
| 
    Stars:
Teo García, 
Óscar Jaenada, 
Óscar Casas, 
Andrea Duro
","3,221",111.0,
The Silence,(II) (2019),"
Drama, Horror, Sci-Fi            ",5.3,"
When the world is under attack from terrifying creatures who hunt their human prey by sound, 16-year old Ally Andrews (Kiernan Shipka), who lost her hearing at 13, and her family seek refuge in a remote haven.","
    Director:
John R. Leonetti
| 
    Stars:
Stanley Tucci, 
Kiernan Shipka, 
Miranda Otto, 
Kate Trotter
","40,712",90.0,
A Cinderella Story,(2004),"
Comedy, Family, Romance            ",5.9,"
Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.","
    Director:
Mark Rosman
| 
    Stars:
Hilary Duff, 
Chad Michael Murray, 
Jennifer Coolidge, 
Dan Byrd
","82,876",95.0,$51.44M
Resident Evil: The Final Chapter,(2016),"
Action, Horror, Sci-Fi            ",5.5,"
Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.","
    Director:
Paul W.S. Anderson
| 
    Stars:
Milla Jovovich, 
Iain Glen, 
Ali Larter, 
Shawn Roberts
","87,437",107.0,$26.83M
Death Note,(I) (2017),"
Action, Crime, Drama            ",4.4,"
A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.","
    Director:
Adam Wingard
| 
    Stars:
Nat Wolff, 
LaKeith Stanfield, 
Margaret Qualley, 
Shea Whigham
","79,452",101.0,
Hannah Montana,(2006–2011),"
Comedy, Family, Music            ",5.2,"
Adventures of a teenage pop star who keeps her identity secret from even her closest friends by using a disguise on-stage.","
            
    Stars:
Miley Cyrus, 
Emily Osment, 
Jason Earles, 
Billy Ray Cyrus
","38,015",23.0,
The Poison Rose,(2019),"
Thriller            ",4.7,"
Inspired by classic film noir, Carson Phillips, an ex-football star turned PI, has a soft spot for a lady in distress.","
    Directors:
Francesco Cinquemani, 
George Gallo
| 
    Stars:
John Travolta, 
Morgan Freeman, 
Brendan Fraser, 
Famke Janssen
","7,413",98.0,
Dirty Grandpa,(2016),"
Comedy            ",5.9,"
Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.","
    Director:
Dan Mazer
| 
    Stars:
Robert De Niro, 
Zac Efron, 
Zoey Deutch, 
Aubrey Plaza
","117,026",102.0,$35.59M
The Ridiculous 6,(2015),"
Action, Adventure, Comedy            ",4.8,"
An outlaw who was raised by Native Americans discovers that he has five half-brothers. Together the men go on a mission to find their wayward, deadbeat dad.","
    Director:
Frank Coraci
| 
    Stars:
Adam Sandler, 
Terry Crews, 
Jorge Garcia, 
Taylor Lautner
","46,072",119.0,
Pixels,(2015),"
Action, Comedy, Fantasy            ",5.5,"
When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.","
    Director:
Chris Columbus
| 
    Stars:
Adam Sandler, 
Kevin James, 
Michelle Monaghan, 
Peter Dinklage
","135,509",105.0,$78.75M
Sabotage,(2014),"
Action, Crime, Drama            ",5.7,"
Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.","
    Director:
David Ayer
| 
    Stars:
Arnold Schwarzenegger, 
Sam Worthington, 
Terrence Howard, 
Olivia Williams
","61,545",109.0,$10.51M
