MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
 Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.2,"
Zuko makes a decision about his future. Aang reunites with many of his old friends in a full-scale invasion of the Fire Nation capitol to coincide with an eclipse which will remove the Fire Nation's powers.","
    Director:
Giancarlo Volpe
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","3,092",47.0,
 Vikings,(2013–2020),"
Action, Adventure, Drama            ",9.2,"
Ubbe Lothbrok tells the story of his legendary Father Ragnar Lothbrok, how we went from a farmer to King.","
    Director:
Joshua Zimmerman
| 
    Stars:
Jordan Patrick Smith, 
John Wolfe
",304,,
 Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.3,"
Zuko has joined up with Aang's group and is now ready to teach Aang fire bending. Unfortunately, Zuko has found out that he has lost his ability and must now relearn it. Zuko and Aang ...                See full summary »
","
    Director:
Giancarlo Volpe
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","3,294",24.0,
 The Last Kingdom,(2015– ),"
Action, Drama, History            ",9.1,"
Brida and Sigtrggr lead the Danes to Winchester, guided by the traitor Eardwulf. Haesten ambushes Uhtred's party and seizes valuable captives.","
    Director:
Edward Bazalgette
| 
    Stars:
Millie Brady, 
Adrian Schiller, 
Emily Cox, 
Jamie Blackley
","1,854",52.0,
 The Last Kingdom,(2015– ),"
Action, Drama, History            ",9.4,"
As he awaits Aethelflaed's reinforcements, Edward besieges Winchester. Uhtred isn't convinced that conquest is really Sigtryggr's ultimate aim. Stiorra seeks to follow her own path. The wind shifts in Winchester.","
    Director:
Edward Bazalgette
| 
    Stars:
Alexander Dreymon, 
Arnas Fedaravicius, 
Mark Rowley, 
Ewan Mitchell
","2,278",55.0,
 Castlevania,(2017–2021),"
Animation, Action, Adventure            ",9.5,"
Night falls on Lindenfeld and all manner of hell breaks loose. Also, Isaac meets the Magician, Hector makes a pledge, and Sumi and Taka make a move.","
    Directors:
Adam Deats, 
Sam Deats
| 
    Stars:
Richard Armitage, 
James Callis, 
Alejandra Reynoso, 
Jessica Brown Findlay
","1,949",25.0,
 Castlevania,(2017–2021),"
Animation, Action, Adventure            ",9.3,"
With the portal to hell open, Trevor and Sypha must battle an onslaught. Meanwhile, the Judge shares a disturbing legacy, and Hector learns his fate.","
    Director:
Sam Deats
| 
    Stars:
Richard Armitage, 
James Callis, 
Alejandra Reynoso, 
Jessica Brown Findlay
","1,607",28.0,
 Power Rangers Beast Morphers,(2019–2020),"
Action, Adventure, Drama            ",9.1,"
Steel learns that Nate and Zoey have feelings for each other and tries to bring them together, despite the strict Grid Battleforce rules that forbid relationships between Power Rangers.","
    Director:
Oliver Driver
| 
    Stars:
Rorrie D. Travis, 
Jasmeet Baduwalia, 
Jacqueline Scislowski, 
Abraham Rodriguez
",29,,
 Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.3,"
The escape is planned and the heroes attempt to break from the prison that very day. But problems come when Azula, Mai and Ty Lee arrive at the prison.","
    Director:
Ethan Spaulding
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","3,156",46.0,
 Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.2,"
Sozin's Comet is only three days away. Zuko tells the others what the Fire Lord plans on the day of the comet and the gang realizes that they must stop him before then. But Aang doubts that he can do what is expected of him.","
    Director:
Ethan Spaulding
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","3,465",92.0,
 Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.5,"
Aang awakes on a mysterious island and confronts his past lives for advice on how to stop the Fire Lord without killing him. The rest of the group searches for Aang.","
    Director:
Giancarlo Volpe
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","3,845",92.0,
 Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.8,"
Zuko battles his sister with Katara's help for the right to be named Fire Lord. Elsewhere, Aang meets Ozai just as the comet arrives.","
    Director:
Joaquim Dos Santos
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","5,283",92.0,
 Avatar: The Last Airbender,(2005–2008),"
Animation, Action, Adventure            ",9.9,"
Aang's moment of truth arrives. Can he defeat Ozai, the Phoenix King? Will he be forced to take a human life? All the characters face their greatest challenges.","
    Director:
Joaquim Dos Santos
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","8,813",92.0,
 The Midnight Gospel,(2020– ),"
Animation, Adventure, Comedy            ",9.2,"
At a prison for simulated beings suffering from existential dread, Clancy ponders reality as he watches an inmate perish over and over.","
    Directors:
Pendleton Ward, 
Mike L. Mayfield
| 
    Stars:
Phil Hendrie, 
Jason Louv, 
Eddie Pepitone, 
Drew Pinsky
",997,24.0,
 The Midnight Gospel,(2020– ),"
Animation, Adventure, Comedy            ",9.7,"
Clancy joins his mother on an emotional journey through the wondrous cycle of birth, life and death.","
    Directors:
Pendleton Ward, 
Mike L. Mayfield
| 
    Stars:
Joey Diaz, 
Deneen Fendig, 
Phil Hendrie, 
Steve Little
","1,731",36.0,
 Middleditch & Schwartz,(2020– ),"
Comedy            ",9.1,"
An audience tale of love, music festivals and parking lots sets the stage for Thomas and Ben to act out a wild wedding.","
    Director:
Ryan Polito
| 
    Stars:
Thomas Middleditch, 
Ben Schwartz
",513,52.0,
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.2,"
While Adora takes a much-needed rest, Mermista reluctantly leads the princesses into the Fright Zone so Entrapta can try to trace Horde Prime's signal.","
    Directors:
Roy Burdine, 
Jen Bennett
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
","1,009",24.0,
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.5,"
As Bow, Entrapta and Adora attempt to keep Mara's ship functional, Horde Prime orders Catra to betray Glimmer - under threat of a memory wipe.","
    Directors:
Roy Burdine, 
Christina Manrique
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
","1,101",24.0,
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.1,"
Forced to land on a desolate planet to replenish the ship's fuel crystals, Adora meets three siblings on the run from Horde Prime.","
    Directors:
Roy Burdine, 
Mandy Clotworthy
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
Marcus Scribner, 
Lauren Ash
",993,24.0,
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.7,"
Adora surrenders herself to Horde Prime, hoping to buy time for Entrapta, Bow and Glimmer to rescue Catra and hack Horde Prime's server.","
    Directors:
Roy Burdine, 
Jen Bennett
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
","1,262",24.0,
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.2,"
The team tries to keep the ship working and evade Horde Prime's pursuit. On Etheria, Micah struggles to relate to Frosta during a mission to Elberon.","
    Directors:
Roy Burdine, 
Mandy Clotworthy
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
","1,025",24.0,
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.4,"
The squad heads to the planet Krytis to find a way to get past Horde Prime's blockade on Etheria. Shadow Weaver appeals to Castaspella for help.","
    Directors:
Roy Burdine, 
Jen Bennett
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
","1,045",24.0,
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.2,"
While Wrong Hordak's message of dissent spreads throughout the empire, the squad infiltrates the town of Erelandia to get a lead on their friends.","
    Directors:
Roy Burdine, 
Christina Manrique
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
",989,24.0,
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.3,"
Adora, Catra, Perfuma and Netossa reenter the Fright Zone to rescue Scorpia while Bow and Glimmer head to the library to check on Bow's dads.","
    Directors:
Roy Burdine, 
Mandy Clotworthy
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
",996,24.0,
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.5,"
A strike team infiltrates Mystacor, searching for the Heart's failsafe, the Crystal of Arxia. Entrapta and Swift Wind gather data on the chip network.","
    Directors:
Roy Burdine, 
Mandy Clotworthy
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
","1,044",24.0,
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.6,"
The best friend squad heads for the Heart while the princesses attack the spire so Entrapta can disrupt the chip network. Horde Prime makes his move.","
    Directors:
Jen Bennett, 
Roy Burdine
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
","1,186",24.0,
 She-Ra and the Princesses of Power,(2018–2020),"
Animation, Action, Adventure            ",9.7,"
Shadow Weaver and Catra attempt to reach Adora. Glimmer faces her father while Bow tries to evade Scorpia long enough to execute Entrapta's program.","
    Directors:
Christina Manrique, 
Roy Burdine
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
","1,434",24.0,
 Meerkat Manor,(2005–2008),"
Documentary            ",9.2,"
Roving male Wilson, along with his roving buddy Phillippe, go off on a mission to meet the ladies and just maybe, find a group they can join - a burrow to call home. But will it bring Wilson any closer to finding a group he can settle at?","
            
    Star:
Stockard Channing
",5,22.0,
 Meerkat Manor,(2005–2008),"
Documentary            ",9.6,"
With family size dwindling, the Whiskers are the weakest they have been for a long time. Rocket Dog's second litter of pups couldn't come at better time. But when danger can come from any direction, the pups survival is far from certain.","
            
    Star:
Stockard Channing
",7,22.0,
 Meerkat Manor,(2005–2008),"
Documentary            ",9.4,"
The Whiskers stray onto Commando territory, where they are taught a lesson by the feared enemy, Nikita. Seacrest then stays behind for lessons of another kind!","
            
    Star:
Stockard Channing
",5,23.0,
 Meerkat Manor,(2005–2008),"
Documentary            ",9.2,"
Rocket Dog's pups are taken on an unscheduled outing away from the burrow by a pair of babysitters. The short trip turns into a nightmare expedition when a rival group show up.","
            
    Star:
Stockard Channing
",5,23.0,
 Power Rangers Beast Morphers,(2019–2020),"
Action, Adventure, Drama            ",9.1,"
The Rangers receive a strange message from outer space warning of an impending threat.","
    Director:
Simon Bennett
| 
    Stars:
Rorrie D. Travis, 
Jasmeet Baduwalia, 
Jacqueline Scislowski, 
Abraham Rodriguez
",22,,
 Power Rangers Beast Morphers,(2019–2020),"
Action, Adventure, Drama            ",9.2,"
A hasty decision by Zoey puts an old friend in danger.","
    Director:
Oliver Driver
| 
    Stars:
Rorrie D. Travis, 
Jasmeet Baduwalia, 
Jacqueline Scislowski, 
Abraham Rodriguez
",26,,
 Power Rangers Beast Morphers,(2019–2020),"
Action, Adventure, Drama            ",9.5,"
Nate makes a horrifying discovery and must rely on the wisdom of an ally to help him work through it.","
    Director:
Simon Bennett
| 
    Stars:
Rorrie D. Travis, 
Jasmeet Baduwalia, 
Jacqueline Scislowski, 
Abraham Rodriguez
",26,,
 Power Rangers Beast Morphers,(2019–2020),"
Action, Adventure, Drama            ",9.2,"
Evox finally executes his master plan, and the Beast Morphers Rangers must do everything they can to stop him, even potentially sacrifice one of their own.","
    Director:
Simon Bennett
| 
    Stars:
Rorrie D. Travis, 
Jasmeet Baduwalia, 
Jacqueline Scislowski, 
Abraham Rodriguez
",24,,
 Kipo and the Age of Wonderbeasts,(2020),"
Animation, Action, Adventure            ",9.1,"
From Hugo to Scarlemagne, from victim to villain, a tyrant tells his tale. Wolf, Benson and Dave hatch a plan that could blow up in their faces.","
    Directors:
Young Ki Yoon, 
Bridget Underwood
| 
    Stars:
Karen Fukuhara, 
Sydney Mikayla, 
Deon Cole, 
Coy Stewart
",129,,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.1,"
Jonas and Martha travel to the year 2052 and get a glimpse of a grim future. In 1954, two residents of Winden go missing, and Hannah receives surprising news.","
    Director:
Baran bo Odar
| 
    Stars:
Joshio Marlon, 
Hans Diehl, 
Jakob Diehl, 
Claude Heinrich
","10,922",64.0,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.4,"
In 2020, a visitor delivers a warning to Claudia. The day before the apocalypse, Jonas begins to question Eve's motives.","
    Director:
Baran bo Odar
| 
    Stars:
Julika Jenkins, 
Carlotta von Falkenhayn, 
Stephan Kampwirth, 
Jördis Triebel
","11,905",64.0,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.3,"
Adam holds Martha captive in 2020. On the day of the apocalypse, an increasingly frantic Martha begs Bartosz for his help.","
    Director:
Baran bo Odar
| 
    Stars:
Lisa Vicari, 
Louis Hofmann, 
Andreas Pietschmann, 
Nina Kronjäger
","11,525",59.0,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.6,"
Across three centuries, residents of Winden continue their desperate quest to alter their fates and save their loved ones.","
    Director:
Baran bo Odar
| 
    Stars:
Arnd Klawitter, 
Lisa Vicari, 
Louis Hofmann, 
Paul Lux
","15,128",69.0,
 Dark,(2017–2020),"
Crime, Drama, Mystery            ",9.7,"
Claudia reveals to Adam how everything is connected and how he can destroy the knot.","
    Director:
Baran bo Odar
| 
    Stars:
Sebastian Rudolph, 
Louis Hofmann, 
Dietrich Hollinderbäumer, 
Lisa Kreuzer
","20,230",73.0,
 Glitch Techs,(2020– ),"
Animation, Action, Adventure            ",9.1,"
Miko realizes that being a little weird can be awesome when she meets Ridley, a glitch modder with a mind-blowing lair filled with creative wonders.","
    Director:
Christofer Graham
| 
    Stars:
Ashly Burch, 
Zehra Fazal, 
Ricardo Hurtado, 
Scott Kreamer
",32,,
 Glitch Techs,(2020– ),"
Animation, Action, Adventure            ",9.2,"
High Five seems unusually glum on a job at a game store to take care of a mysterious cube-shaped glitch from the first video game ever.","
    Director:
Phil Allora
| 
    Stars:
Rachel Eggleston, 
Zehra Fazal, 
Tex Hammond, 
Ricardo Hurtado
",36,,
 Glitch Techs,(2020– ),"
Animation, Action, Adventure            ",9.4,"
Miko suspects that something is very, very wrong when Mitch suddenly starts acting nice. At a bizarre party, High Five sees that she might be right.","
    Director:
Phil Allora
| 
    Stars:
Zehra Fazal, 
Ricardo Hurtado, 
Scott Kreamer, 
Dan Milano
",35,,
 Glitch Techs,(2020– ),"
Animation, Action, Adventure            ",9.3,"
Ridley resurfaces with a newfound desire to become a Glitch Tech. Miko and High Five are delighted - but they have no idea she's hiding something.","
    Director:
Christofer Graham
| 
    Stars:
Ashly Burch, 
Ricardo Hurtado, 
Scott Kreamer, 
Dan Milano
",35,,
 Glitch Techs,(2020– ),"
Animation, Action, Adventure            ",9.1,"
An alert at a house infamous for glitch-heavy activity sets Mitch on edge. When Miko and High Five get there, they learn why it's so personal to him.","
    Director:
Hyun Joo Song
| 
    Stars:
Zehra Fazal, 
Kirby Howell-Baptiste, 
Ricardo Hurtado, 
Bryton James
",37,,
 Glitch Techs,(2020– ),"
Animation, Action, Adventure            ",9.1,"
Phil threatens to replace the laggy BITT with a newer model. To save the bot, Miko and High Five poke around inside to fix him themselves.","
    Director:
Christofer Graham
| 
    Stars:
John DiMaggio, 
Ricardo Hurtado, 
Scott Kreamer, 
Amanda McCann
",37,,
 Criminal: UK,(2019– ),"
Crime, Drama, Thriller            ",9.1,"
With scarce evidence to guide them, the investigators question an arrogant businessman accused of rape by a woman who works for him.","
    Director:
Jim Field Smith
| 
    Stars:
Katherine Kelly, 
Lee Ingleby, 
Rochenda Sandall, 
Shubham Saraf
","1,958",46.0,
 The Queen's Gambit,(2020),"
Drama            ",9.3,"
A visit from an old friend forces Beth to reckon with her past and rethink her priorities, just in time for the biggest match of her life.","
    Director:
Scott Frank
| 
    Stars:
Anya Taylor-Joy, 
Bill Camp, 
Marielle Heller, 
Thomas Brodie-Sangster
","10,355",68.0,
 Paranormal,(2020– ),"
Drama, Fantasy, Horror            ",9.2,"
Overcome with grief, Refaat's health deteriorates. Convinced that Shiraz is behind all tragedies, he chases her around a haunted maze in his dreams.","
    Director:
Amr Salama
| 
    Stars:
Abdelsamee Abdallah, 
Ahmed Amin, 
Carlton Caudle, 
Reem Abd El Kader
","6,767",45.0,
 Paranormal,(2020– ),"
Drama, Fantasy, Horror            ",9.5,"
Refaat uses his brain's faculties to decipher the real story behind Shiraz's death, taking him back to where it all began.The third tarot card is shown.","
    Director:
Amr Salama
| 
    Stars:
Abdelsamee Abdallah, 
Ahmed Amin, 
Reem Abd El Kader, 
Samma Ibrahim
","7,296",53.0,
 Power Rangers: Dino Fury,(2021),"
Action, Adventure, Comedy            ",9.2,"
Amelia hunts for ghosts at a creepy mansion. But there's no supernatural sighting - only a fierce face-off with pyramid-shaped Tombtress.","
    Director:
Charlie Haskell
| 
    Stars:
Russell Curry, 
Hunter Deno, 
Kainalu Moya, 
Tessa Rao
",13,21.0,
 Carmen Sandiego,(2019–2021),"
Animation, Action, Adventure            ",9.2,"
As Carmen sinks further into V.I.L.E.'s clutches, her crew teams up with A.C.M.E. to get the old Carmen back. But is it too late?","
    Directors:
Jos Humphrey, 
Kevin Dart
| 
    Stars:
Gina Rodriguez, 
Finn Wolfhard, 
Abby Trott, 
Michael Hawley
",112,,
 Formula 1: Drive to Survive,(2019– ),"
Documentary, Sport            ",9.4,"
Two turbulent Grand Prix in Bahrain/Sakhir for Racing Point and Sergio Perez in particular. He is still without a seat for the next season and shows why Formula 1 cannot afford to lose him....                See full summary »
","
    Director:
Martin Webb
| 
    Stars:
Alexander Albon, 
Valtteri Bottas, 
Will Buxton, 
Pierre Gasly
","1,000",51.0,
 Hagane no renkinjutsushi,(2009–2012),"
Animation, Action, Adventure            ",9.2,"
The Elrics meet Shou Tucker, a leading researcher in the field of chimeras. He has much to teach Ed and Al about alchemy - and the horrible cruelty that sometimes accompanies it.","
    Directors:
Yasuhiro Irie, 
Kiyomitsu Sato
| 
    Stars:
Vic Mignogna, 
Maxey Whitehead, 
Chuck Huber, 
Brina Palencia
","1,993",30.0,
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",9.2,"
The disappearance of a ten-year-old boy forces Dexter to question his assumptions about Trinity, while Cody defends one of Dexter's lies and Masuka is unable to face what he witnessed on Thanksgiving.","
    Director:
Keith Gordon
| 
    Stars:
Michael C. Hall, 
Julie Benz, 
Jennifer Carpenter, 
Desmond Harrington
","4,205",57.0,
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",9.5,"
Dexter must buy time to protect himself when Debra's investigation brings the department one step away from identifying Arthur as the Trinity Killer; Rita confides in Dexter, but is disappointed in the result.","
    Director:
S.J. Clarkson
| 
    Stars:
Michael C. Hall, 
Julie Benz, 
Jennifer Carpenter, 
Desmond Harrington
","5,437",51.0,
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",9.8,"
Dexter and Arthur find themselves on a collision course, as Debra unearths a shocking long-hidden truth, Rita admits her marriage to Dexter is troubled, and Batista and LaGuerta face the consequences of an ethics breach. Season Finale.","
    Director:
Steve Shill
| 
    Stars:
Michael C. Hall, 
Julie Benz, 
Jennifer Carpenter, 
Desmond Harrington
","11,638",51.0,
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",9.2,"
Dexter gets some much-needed R&R time with Rita and the kids out of town, leading to his stalking of a new victim - until he unexpectedly begins to empathize with his target, a cop that murdered her family.","
    Director:
John Dahl
| 
    Stars:
Michael C. Hall, 
Julie Benz, 
Jennifer Carpenter, 
Desmond Harrington
","4,256",55.0,
 Dexter,(2006–2013),"
Crime, Drama, Mystery            ",9.4,"
Dexter learns more about Arthur's bizarre and twisted world, while Rita has her hands full preparing Thanksgiving dinner for a full house, Debra uses the holiday to further investigate Trinity, and Batista gets closure on an old case.","
    Director:
John Dahl
| 
    Stars:
Michael C. Hall, 
Julie Benz, 
Jennifer Carpenter, 
Desmond Harrington
","5,072",51.0,
